Disease_Label,Symptom_Text
Cao huyết áp,"tê bì chân tay, chóng mặt, buồn nôn, suy nhược"
Cao huyết áp,"dấu hiệu đau đầu, khó thở, chán ăn, khó chịu trong người"
Cao huyết áp,"có triệu chứng khó chịu trong người, đau tức ngực, sốt, khó thở"
Cao huyết áp,"suy nhược, nhịp tim không đều, khó chịu trong người, buồn nôn, khó thở"
Cao huyết áp,"lừ đừ, đau tức ngực, đau đầu, chán ăn, mất ngủ"
Cao huyết áp,"cảm thấy mệt mỏi, mất ngủ, khó thở, đau đầu"
Cao huyết áp,"mệt mỏi, khó chịu trong người, suy nhược, khó thở, lừ đừ, tê bì chân tay"
Cao huyết áp,"mấy hôm nay tôi bị buồn nôn, tê bì chân tay, sốt, khó chịu trong người"
Cao huyết áp,"chảy máu cam, sốt, khó chịu trong người, nhịp tim không đều"
Cao huyết áp,"đau tức ngực, nhịp tim không đều, mệt mỏi, mất ngủ, khó chịu trong người"
Cao huyết áp,"tôi bị sốt, chảy máu cam, đau tức ngực, buồn nôn"
Cao huyết áp,"mình đang buồn nôn, mờ mắt, lừ đừ"
Cao huyết áp,"mình đang chán ăn, chóng mặt, khó chịu trong người, đau đầu"
Cao huyết áp,"sốt, ớn lạnh, tê bì chân tay, suy nhược, mệt mỏi"
Cao huyết áp,"có triệu chứng nhịp tim không đều, khó chịu trong người, chán ăn, suy nhược, sốt"
Cao huyết áp,"đau tức ngực, khó chịu trong người, sốt, suy nhược, mệt mỏi"
Cao huyết áp,"khó chịu trong người, chảy máu cam, đau đầu, khó thở"
Cao huyết áp,"mất ngủ, sốt, chảy máu cam, chóng mặt, đau đầu"
Cao huyết áp,"cảm thấy mệt mỏi, chán ăn, tê bì chân tay, khó chịu trong người"
Cao huyết áp,"tôi bị chóng mặt, chán ăn, khó chịu trong người, khó thở"
Cao huyết áp,"khó chịu trong người, đau đầu, suy nhược, chảy máu cam, sốt"
Cao huyết áp,"có triệu chứng buồn nôn, ớn lạnh, khó chịu trong người, đau tức ngực, nhịp tim không đều"
Cao huyết áp,"chóng mặt, ớn lạnh, buồn nôn, khó chịu trong người, lừ đừ"
Cao huyết áp,"đau đầu, mất ngủ, mờ mắt, đau đầu, chán ăn, suy nhược"
Cao huyết áp,"mệt mỏi, đau đầu, nhịp tim không đều, suy nhược, khó chịu trong người"
Cao huyết áp,"cháu bị chán ăn, lừ đừ, tê bì chân tay, mệt mỏi"
Cao huyết áp,"có triệu chứng lừ đừ, chóng mặt, suy nhược, đau tức ngực"
Cao huyết áp,"mấy hôm nay tôi bị đau đầu, đau tức ngực"
Cao huyết áp,"đau đầu, lừ đừ, khó chịu trong người, tê bì chân tay, mờ mắt"
Cao huyết áp,"chóng mặt, nhịp tim không đều, lừ đừ, sốt, chán ăn"
Cao huyết áp,"lừ đừ, tê bì chân tay, chán ăn, khó thở"
Cao huyết áp,"tự nhiên bị lừ đừ, mệt mỏi, chán ăn, khó chịu trong người, nhịp tim không đều"
Cao huyết áp,"chán ăn, đau đầu, đau đầu, suy nhược"
Cao huyết áp,"mệt mỏi, khó chịu trong người, đau đầu, chán ăn"
Cao huyết áp,"mệt mỏi, đau đầu, sốt, ớn lạnh, chảy máu cam"
Cao huyết áp,"mất ngủ, mệt mỏi, đau tức ngực, buồn nôn, chán ăn"
Cao huyết áp,"tôi bị nhịp tim không đều, mệt mỏi, sốt, đau đầu"
Cao huyết áp,"bác sĩ ơi tôi bị ớn lạnh, khó thở, nhịp tim không đều, lừ đừ, buồn nôn"
Cao huyết áp,"mệt mỏi, nhịp tim không đều, sốt, mất ngủ, chán ăn"
Cao huyết áp,"có triệu chứng khó chịu trong người, buồn nôn, đau tức ngực"
Cao huyết áp,"lừ đừ, đau tức ngực, ớn lạnh, mờ mắt, suy nhược, mất ngủ"
Cao huyết áp,"tôi bị khó chịu trong người, lừ đừ, sốt, tê bì chân tay, buồn nôn"
Cao huyết áp,"tôi bị sốt, nhịp tim không đều, ớn lạnh, mệt mỏi"
Cao huyết áp,"sốt, ớn lạnh, đau tức ngực, nhịp tim không đều"
Cao huyết áp,"hay bị đau đầu, ớn lạnh, mệt mỏi, mất ngủ, lừ đừ"
Cao huyết áp,"mấy hôm nay tôi bị lừ đừ, buồn nôn, chóng mặt, chán ăn"
Cao huyết áp,"cảm thấy suy nhược, khó thở, mệt mỏi, mờ mắt"
Cao huyết áp,"đau đầu, khó chịu trong người, khó thở, đau đầu, mệt mỏi, chán ăn"
Cao huyết áp,"cháu bị sốt, mệt mỏi, đau đầu, tê bì chân tay"
Cao huyết áp,"mấy hôm nay tôi bị sốt, mất ngủ, lừ đừ, chán ăn, mờ mắt"
Cao huyết áp,"tự nhiên bị khó chịu trong người, đau đầu, chảy máu cam, lừ đừ, mất ngủ, nhịp tim không đều"
Cao huyết áp,"có triệu chứng đau đầu, lừ đừ, mờ mắt, sốt"
Cao huyết áp,"mất ngủ, đau đầu, đau tức ngực, nhịp tim không đều"
Cao huyết áp,"tự nhiên bị sốt, chán ăn, đau đầu, khó chịu trong người, đau đầu"
Cao huyết áp,"mình đang chóng mặt, suy nhược, tê bì chân tay, đau đầu, mệt mỏi"
Cao huyết áp,"mệt mỏi, đau tức ngực, đau đầu, nhịp tim không đều, lừ đừ"
Cao huyết áp,"khó chịu trong người, đau đầu, mệt mỏi, chảy máu cam, buồn nôn, lừ đừ"
Cao huyết áp,"hay bị chảy máu cam, sốt, ớn lạnh, đau đầu, khó thở"
Cao huyết áp,"cảm thấy đau đầu, đau tức ngực, khó chịu trong người, ớn lạnh"
Cao huyết áp,"khó chịu trong người, nhịp tim không đều, sốt, buồn nôn, đau đầu"
Cao huyết áp,"ớn lạnh, mờ mắt, suy nhược, tê bì chân tay"
Cao huyết áp,"đau đầu, mất ngủ, lừ đừ, đau đầu, chảy máu cam, ớn lạnh"
Cao huyết áp,"đau tức ngực, tê bì chân tay"
Cao huyết áp,"ớn lạnh, chán ăn, lừ đừ, sốt, mờ mắt, chóng mặt"
Cao huyết áp,"ớn lạnh, khó chịu trong người, mờ mắt, khó thở"
Cao huyết áp,"khó thở, chảy máu cam, mất ngủ, lừ đừ"
Cao huyết áp,"cháu bị lừ đừ, khó chịu trong người, chóng mặt, mất ngủ, chán ăn"
Cao huyết áp,"suy nhược, chán ăn, sốt, tê bì chân tay"
Cao huyết áp,"tôi bị ớn lạnh, đau đầu, mờ mắt, khó thở, sốt"
Cao huyết áp,"tự nhiên bị chán ăn, sốt, tê bì chân tay, ớn lạnh, mệt mỏi"
Cao huyết áp,"mất ngủ, chóng mặt, đau đầu, sốt, mệt mỏi, chảy máu cam"
Cao huyết áp,"lừ đừ, sốt, mệt mỏi, khó chịu trong người, đau đầu"
Cao huyết áp,"cháu bị chảy máu cam, ớn lạnh, mệt mỏi"
Cao huyết áp,"khó chịu trong người, tê bì chân tay, suy nhược, lừ đừ"
Cao huyết áp,"đau đầu, khó chịu trong người, đau đầu, tê bì chân tay, ớn lạnh, suy nhược"
Cao huyết áp,"suy nhược, đau tức ngực, ớn lạnh, khó chịu trong người, mệt mỏi"
Cao huyết áp,"nhịp tim không đều, tê bì chân tay, mệt mỏi, mất ngủ, khó chịu trong người, sốt"
Cao huyết áp,"có triệu chứng tê bì chân tay, suy nhược, ớn lạnh, đau tức ngực"
Cao huyết áp,"tôi bị sốt, khó chịu trong người, buồn nôn, nhịp tim không đều, tê bì chân tay"
Cao huyết áp,"mấy hôm nay tôi bị ớn lạnh, buồn nôn, mờ mắt, đau đầu, nhịp tim không đều, suy nhược"
Cao huyết áp,"mấy hôm nay tôi bị mệt mỏi, suy nhược, khó thở, khó chịu trong người"
Cao huyết áp,"mất ngủ, đau đầu, mờ mắt, đau đầu"
Cao huyết áp,"mệt mỏi, chóng mặt, suy nhược"
Cao huyết áp,"bác sĩ ơi tôi bị suy nhược, tê bì chân tay, nhịp tim không đều, sốt, lừ đừ, mệt mỏi"
Cao huyết áp,"có triệu chứng chóng mặt, ớn lạnh, lừ đừ, tê bì chân tay, khó chịu trong người, suy nhược"
Cao huyết áp,"bác sĩ ơi tôi bị suy nhược, buồn nôn, khó chịu trong người, đau tức ngực, đau đầu"
Cao huyết áp,"tự nhiên bị đau đầu, buồn nôn, sốt, chóng mặt"
Cao huyết áp,"buồn nôn, mất ngủ, nhịp tim không đều, khó thở"
Cao huyết áp,"có triệu chứng suy nhược, ớn lạnh, khó chịu trong người, tê bì chân tay"
Cao huyết áp,"có triệu chứng mờ mắt, mệt mỏi, chóng mặt, đau đầu"
Cao huyết áp,"mất ngủ, đau đầu, khó thở, lừ đừ, sốt, chán ăn"
Cao huyết áp,"cảm thấy mất ngủ, lừ đừ, sốt, nhịp tim không đều"
Cao huyết áp,"ớn lạnh, suy nhược, đau đầu, lừ đừ, sốt"
Cao huyết áp,"mấy hôm nay tôi bị mệt mỏi, khó chịu trong người, sốt, đau tức ngực"
Cao huyết áp,"dấu hiệu đau đầu, buồn nôn, lừ đừ, ớn lạnh, mệt mỏi"
Cao huyết áp,"chảy máu cam, buồn nôn, mệt mỏi, chán ăn, sốt"
Cao huyết áp,"cảm thấy chảy máu cam, ớn lạnh, đau đầu, đau đầu, sốt"
Cao huyết áp,"tôi bị nhịp tim không đều, lừ đừ, mệt mỏi"
Cao huyết áp,"mệt mỏi, buồn nôn, đau đầu, nhịp tim không đều, suy nhược"
Cao huyết áp,"sốt, khó thở, khó chịu trong người, ớn lạnh, tê bì chân tay, đau đầu"
Cao huyết áp,"ớn lạnh, đau đầu, khó chịu trong người, đau tức ngực, mất ngủ, chảy máu cam"
Cao huyết áp,"khó chịu trong người, buồn nôn, chán ăn, mệt mỏi, nhịp tim không đều"
Cao huyết áp,"hay bị tê bì chân tay, nhịp tim không đều, mất ngủ, sốt"
Cao huyết áp,"cháu bị suy nhược, đau đầu, buồn nôn, nhịp tim không đều"
Cao huyết áp,"tôi bị mất ngủ, mờ mắt, ớn lạnh"
Cao huyết áp,"hay bị nhịp tim không đều, buồn nôn, ớn lạnh, khó chịu trong người, mất ngủ"
Cao huyết áp,"hay bị chán ăn, đau đầu, chóng mặt"
Cao huyết áp,"mấy hôm nay tôi bị đau đầu, khó thở, đau tức ngực, mất ngủ, suy nhược, lừ đừ"
Cao huyết áp,"nhịp tim không đều, khó chịu trong người, mệt mỏi, ớn lạnh, chảy máu cam, sốt"
Cao huyết áp,"mờ mắt, tê bì chân tay"
Cao huyết áp,"mình đang mất ngủ, ớn lạnh, đau đầu, đau đầu, chán ăn"
Cao huyết áp,"tự nhiên bị suy nhược, lừ đừ, đau tức ngực, mất ngủ, mệt mỏi"
Cao huyết áp,"bác sĩ ơi tôi bị buồn nôn, đau đầu, khó chịu trong người"
Cao huyết áp,"lừ đừ, mệt mỏi, chán ăn, nhịp tim không đều, mất ngủ"
Cao huyết áp,"hay bị khó thở, lừ đừ, đau đầu, mệt mỏi"
Cao huyết áp,"đau đầu, đau đầu, chán ăn, nhịp tim không đều, sốt, mệt mỏi"
Cao huyết áp,"buồn nôn, đau đầu, đau tức ngực, lừ đừ"
Cao huyết áp,"tự nhiên bị khó thở, khó chịu trong người, đau đầu, ớn lạnh"
Cao huyết áp,"có triệu chứng sốt, mờ mắt, lừ đừ, suy nhược"
Cao huyết áp,"mất ngủ, lừ đừ, mờ mắt, tê bì chân tay, khó chịu trong người, mệt mỏi"
Cao huyết áp,"sốt, suy nhược, đau tức ngực, chán ăn, đau đầu, ớn lạnh"
Cao huyết áp,"mất ngủ, suy nhược, sốt, nhịp tim không đều"
Cao huyết áp,"cảm thấy lừ đừ, mất ngủ, sốt, đau tức ngực, chán ăn"
Cao huyết áp,"mấy hôm nay tôi bị mất ngủ, ớn lạnh, buồn nôn, đau tức ngực, khó chịu trong người"
Cao huyết áp,"dấu hiệu buồn nôn, đau tức ngực, đau đầu, ớn lạnh"
Cao huyết áp,"dấu hiệu nhịp tim không đều, sốt, mệt mỏi, ớn lạnh"
Cao huyết áp,"khó thở, lừ đừ, tê bì chân tay, mệt mỏi, ớn lạnh"
Cao huyết áp,"tự nhiên bị mất ngủ, đau tức ngực, suy nhược, khó thở, khó chịu trong người"
Cao huyết áp,"bác sĩ ơi tôi bị mờ mắt, suy nhược, sốt, ớn lạnh"
Cao huyết áp,"có triệu chứng khó thở, mất ngủ, khó chịu trong người, lừ đừ"
Cao huyết áp,"đau đầu, mệt mỏi, chóng mặt"
Cao huyết áp,"dấu hiệu sốt, khó chịu trong người, chán ăn, đau tức ngực, khó thở"
Cao huyết áp,"đau đầu, lừ đừ, chảy máu cam, khó chịu trong người"
Cao huyết áp,"mệt mỏi, mất ngủ, mờ mắt, tê bì chân tay, sốt, suy nhược"
Cao huyết áp,"đau tức ngực, suy nhược, ớn lạnh, buồn nôn, khó chịu trong người"
Cao huyết áp,"ớn lạnh, mệt mỏi, mất ngủ, đau tức ngực, buồn nôn, khó thở"
Cao huyết áp,"đau đầu, khó thở, đau đầu, sốt"
Cao huyết áp,"tôi bị sốt, khó thở, đau đầu, đau đầu, mệt mỏi"
Cao huyết áp,"bác sĩ ơi tôi bị lừ đừ, nhịp tim không đều, chảy máu cam, buồn nôn"
Cao huyết áp,"cảm thấy suy nhược, đau đầu, buồn nôn, mờ mắt"
Cao huyết áp,"cảm thấy buồn nôn, đau đầu, mệt mỏi, đau đầu, khó chịu trong người, nhịp tim không đều"
Cao huyết áp,"có triệu chứng nhịp tim không đều, buồn nôn, mờ mắt, chán ăn, lừ đừ, suy nhược"
Cao huyết áp,"bác sĩ ơi tôi bị mất ngủ, chán ăn, đau tức ngực, chảy máu cam, suy nhược, mệt mỏi"
Cao huyết áp,"mất ngủ, sốt, tê bì chân tay, mệt mỏi, chảy máu cam"
Cao huyết áp,"cháu bị lừ đừ, đau tức ngực, khó chịu trong người, mệt mỏi, tê bì chân tay"
Cao huyết áp,"lừ đừ, khó thở, nhịp tim không đều, khó chịu trong người, sốt, buồn nôn"
Cao huyết áp,"ớn lạnh, buồn nôn, chán ăn, đau đầu, sốt"
Cao huyết áp,"có triệu chứng chán ăn, ớn lạnh, đau đầu"
Cao huyết áp,"mất ngủ, tê bì chân tay, chán ăn, chảy máu cam, buồn nôn"
Cao huyết áp,"tự nhiên bị nhịp tim không đều, buồn nôn, mệt mỏi, mất ngủ"
Cao huyết áp,"mấy hôm nay tôi bị lừ đừ, suy nhược, mất ngủ, đau đầu, mờ mắt, chán ăn"
Cao huyết áp,"cháu bị mất ngủ, lừ đừ, chảy máu cam, suy nhược, ớn lạnh"
Cao huyết áp,"hay bị chán ăn, chóng mặt, suy nhược, lừ đừ"
Cao huyết áp,"tự nhiên bị sốt, chóng mặt, khó thở, mệt mỏi"
Cao huyết áp,"tự nhiên bị lừ đừ, khó chịu trong người, suy nhược, đau đầu, nhịp tim không đều"
Cao huyết áp,"mình đang chóng mặt, khó chịu trong người, ớn lạnh, đau đầu"
Cao huyết áp,"chóng mặt, sốt, khó chịu trong người, đau tức ngực"
Cao huyết áp,"khó thở, mệt mỏi, ớn lạnh, khó chịu trong người"
Cao huyết áp,"sốt, suy nhược, mất ngủ, đau đầu, đau tức ngực"
Cao huyết áp,"mệt mỏi, buồn nôn, khó thở, mất ngủ, suy nhược, đau đầu"
Cao huyết áp,"sốt, chóng mặt, ớn lạnh, đau đầu, đau đầu"
Cao huyết áp,"tôi bị nhịp tim không đều, khó chịu trong người, đau đầu, lừ đừ"
Cao huyết áp,"tự nhiên bị khó chịu trong người, ớn lạnh, mất ngủ, mệt mỏi, chóng mặt"
Cao huyết áp,"mờ mắt, mệt mỏi, sốt, khó chịu trong người, mất ngủ, nhịp tim không đều"
Cao huyết áp,"mờ mắt, mệt mỏi, khó chịu trong người, đau đầu, chán ăn"
Cao huyết áp,"mất ngủ, đau tức ngực, suy nhược, mờ mắt"
Cao huyết áp,"buồn nôn, suy nhược, chảy máu cam"
Cao huyết áp,"dấu hiệu khó thở, đau đầu, mất ngủ, buồn nôn"
Cao huyết áp,"khó thở, đau đầu, chóng mặt, suy nhược"
Cao huyết áp,"nhịp tim không đều, lừ đừ, đau tức ngực, sốt, suy nhược"
Cao huyết áp,"dấu hiệu mệt mỏi, đau tức ngực, mờ mắt, mất ngủ"
Cao huyết áp,"đau đầu, khó chịu trong người, chán ăn"
Cao huyết áp,"cảm thấy sốt, đau đầu, mất ngủ, ớn lạnh, đau tức ngực"
Cao huyết áp,"dấu hiệu khó thở, suy nhược, ớn lạnh"
Cao huyết áp,"buồn nôn, tê bì chân tay, chán ăn, mất ngủ"
Cao huyết áp,"ớn lạnh, chán ăn, buồn nôn, tê bì chân tay, nhịp tim không đều, khó chịu trong người"
Cao huyết áp,"đau đầu, suy nhược, mệt mỏi, sốt, chảy máu cam"
Cao huyết áp,"tự nhiên bị mờ mắt, sốt, lừ đừ, ớn lạnh, buồn nôn"
Cao huyết áp,"có triệu chứng khó chịu trong người, lừ đừ, đau đầu, suy nhược, đau đầu"
Cao huyết áp,"ớn lạnh, chóng mặt, mất ngủ, mệt mỏi"
Cao huyết áp,"tôi bị sốt, đau đầu, đau tức ngực, suy nhược, lừ đừ"
Cao huyết áp,"chảy máu cam, nhịp tim không đều"
Cao huyết áp,"dấu hiệu chán ăn, nhịp tim không đều, ớn lạnh"
Cao huyết áp,"đau tức ngực, buồn nôn, nhịp tim không đều, ớn lạnh"
Cao huyết áp,"chảy máu cam, mất ngủ, mệt mỏi, suy nhược, lừ đừ"
Cao huyết áp,"cảm thấy tê bì chân tay, suy nhược, lừ đừ, đau đầu"
Cao huyết áp,"cháu bị suy nhược, lừ đừ, nhịp tim không đều, đau đầu, ớn lạnh"
Cao huyết áp,"khó chịu trong người, lừ đừ, buồn nôn, khó thở, chảy máu cam, mất ngủ"
Cao huyết áp,"ớn lạnh, lừ đừ, đau đầu"
Cao huyết áp,"đau đầu, đau tức ngực, mệt mỏi, đau đầu, suy nhược"
Cao huyết áp,"tự nhiên bị chóng mặt, mệt mỏi, khó thở, chán ăn, buồn nôn, sốt"
Cao huyết áp,"có triệu chứng khó chịu trong người, nhịp tim không đều, đau đầu"
Cao huyết áp,"mờ mắt, nhịp tim không đều, suy nhược, đau đầu"
Cao huyết áp,"mấy hôm nay tôi bị nhịp tim không đều, mờ mắt, lừ đừ, chán ăn"
Cao huyết áp,"hay bị đau đầu, tê bì chân tay, buồn nôn, lừ đừ"
Cao huyết áp,"lừ đừ, tê bì chân tay, đau đầu, khó chịu trong người, ớn lạnh"
Cao huyết áp,"mất ngủ, khó chịu trong người, chóng mặt, sốt, chán ăn, đau đầu"
Cao huyết áp,"dấu hiệu buồn nôn, sốt, chóng mặt, đau đầu"
Cao huyết áp,"buồn nôn, đau đầu, chóng mặt"
Cao huyết áp,"suy nhược, chóng mặt, mệt mỏi, khó chịu trong người, đau tức ngực, ớn lạnh"
Cao huyết áp,"dấu hiệu mệt mỏi, chảy máu cam, chóng mặt, buồn nôn, suy nhược"
Cao huyết áp,"bác sĩ ơi tôi bị khó chịu trong người, ớn lạnh, đau đầu, đau tức ngực"
Cao huyết áp,"mình đang chảy máu cam, đau đầu, khó chịu trong người, suy nhược"
Cao huyết áp,"chảy máu cam, đau tức ngực, ớn lạnh, lừ đừ"
Cao huyết áp,"buồn nôn, lừ đừ, tê bì chân tay, sốt"
Cao huyết áp,"lừ đừ, mất ngủ, chán ăn, mờ mắt, đau đầu"
Cao huyết áp,"đau đầu, ớn lạnh, mệt mỏi, mất ngủ, lừ đừ"
Cao huyết áp,"mình đang khó thở, khó chịu trong người, đau đầu"
Cao huyết áp,"tự nhiên bị ớn lạnh, chán ăn, đau đầu, đau tức ngực"
Cao huyết áp,"buồn nôn, khó chịu trong người, lừ đừ, chảy máu cam"
Cao huyết áp,"có triệu chứng đau đầu, suy nhược, mờ mắt, lừ đừ, chán ăn, mất ngủ"
Cao huyết áp,"buồn nôn, chán ăn, lừ đừ, mờ mắt, sốt"
Cao huyết áp,"tự nhiên bị buồn nôn, chảy máu cam, suy nhược, khó chịu trong người, khó thở"
Cao huyết áp,"dấu hiệu khó chịu trong người, đau tức ngực, đau đầu, mờ mắt, sốt, buồn nôn"
Cao huyết áp,"hay bị buồn nôn, khó thở, suy nhược, tê bì chân tay, mệt mỏi"
Cao huyết áp,"mấy hôm nay tôi bị lừ đừ, mệt mỏi, khó chịu trong người, sốt, nhịp tim không đều"
Cao huyết áp,"ớn lạnh, sốt, đau tức ngực"
Cao huyết áp,"có triệu chứng suy nhược, chóng mặt, mất ngủ"
Cao huyết áp,"hay bị nhịp tim không đều, mệt mỏi, lừ đừ, đau đầu, mờ mắt, ớn lạnh"
Cao huyết áp,"tự nhiên bị ớn lạnh, lừ đừ, nhịp tim không đều, mờ mắt, mệt mỏi"
Cao huyết áp,"khó chịu trong người, đau đầu, sốt, mờ mắt, mất ngủ"
Cao huyết áp,"mình đang ớn lạnh, lừ đừ, đau đầu, tê bì chân tay, chán ăn, đau tức ngực"
Cao huyết áp,"chán ăn, sốt, lừ đừ, chảy máu cam, đau đầu, mất ngủ"
Cao huyết áp,"có triệu chứng ớn lạnh, sốt, chảy máu cam"
Cao huyết áp,"tự nhiên bị khó thở, lừ đừ, ớn lạnh, buồn nôn, mờ mắt"
Cao huyết áp,"dấu hiệu buồn nôn, mờ mắt, mệt mỏi, chóng mặt, suy nhược, chán ăn"
Cao huyết áp,"tự nhiên bị nhịp tim không đều, đau đầu, lừ đừ, mất ngủ, đau đầu"
Cao huyết áp,"tự nhiên bị buồn nôn, khó chịu trong người, đau đầu, mệt mỏi, tê bì chân tay, mất ngủ"
Cao huyết áp,"nhịp tim không đều, khó chịu trong người, lừ đừ, ớn lạnh, chảy máu cam, chán ăn"
Cao huyết áp,"mờ mắt, ớn lạnh, tê bì chân tay, lừ đừ"
Cao huyết áp,"suy nhược, khó chịu trong người, nhịp tim không đều, mệt mỏi, đau đầu"
Cao huyết áp,"buồn nôn, lừ đừ, suy nhược, chóng mặt"
Cao huyết áp,"đau đầu, ớn lạnh, mất ngủ, đau tức ngực"
Cao huyết áp,"hay bị đau đầu, khó chịu trong người, lừ đừ, khó thở"
Cao huyết áp,"mất ngủ, đau tức ngực, chán ăn"
Cao huyết áp,"bác sĩ ơi tôi bị đau đầu, khó chịu trong người, ớn lạnh, tê bì chân tay"
Cao huyết áp,"mệt mỏi, chóng mặt, lừ đừ, sốt"
Cao huyết áp,"mờ mắt, mất ngủ, buồn nôn"
Cao huyết áp,"mất ngủ, chán ăn, đau đầu, buồn nôn, khó thở"
Cao huyết áp,"đau đầu, ớn lạnh, mệt mỏi, nhịp tim không đều"
Cao huyết áp,"mất ngủ, sốt, mờ mắt, suy nhược, buồn nôn"
Cao huyết áp,"dấu hiệu khó chịu trong người, mệt mỏi, sốt, chóng mặt, suy nhược"
Cao huyết áp,"đau đầu, buồn nôn, khó chịu trong người, chán ăn, mờ mắt"
Cao huyết áp,"mấy hôm nay tôi bị buồn nôn, đau đầu, tê bì chân tay, mất ngủ"
Cao huyết áp,"đau tức ngực, sốt, khó chịu trong người, mệt mỏi"
Cao huyết áp,"mình đang khó thở, chán ăn, mất ngủ, lừ đừ, ớn lạnh"
Cao huyết áp,"dấu hiệu mất ngủ, lừ đừ, khó thở, ớn lạnh"
Cao huyết áp,"mình đang mệt mỏi, buồn nôn, chảy máu cam, chán ăn, sốt"
Cao huyết áp,"sốt, đau đầu, ớn lạnh, khó thở, suy nhược"
Cao huyết áp,"chóng mặt, đau tức ngực, mất ngủ, buồn nôn, khó chịu trong người"
Cao huyết áp,"khó chịu trong người, suy nhược, mất ngủ, nhịp tim không đều, lừ đừ"
Cao huyết áp,"hay bị đau đầu, chán ăn, mờ mắt, mất ngủ"
Cao huyết áp,"đau đầu, ớn lạnh, mệt mỏi, chảy máu cam"
Cao huyết áp,"khó thở, mất ngủ, ớn lạnh, lừ đừ, đau tức ngực"
Cao huyết áp,"mấy hôm nay tôi bị ớn lạnh, suy nhược, mờ mắt, mất ngủ"
Cao huyết áp,"bác sĩ ơi tôi bị mờ mắt, mất ngủ, khó thở, đau đầu"
Cao huyết áp,"có triệu chứng sốt, đau tức ngực, ớn lạnh"
Cao huyết áp,"cảm thấy mất ngủ, đau tức ngực, tê bì chân tay, sốt, chán ăn, mệt mỏi"
Cao huyết áp,"buồn nôn, chảy máu cam, ớn lạnh"
Cao huyết áp,"tự nhiên bị khó thở, ớn lạnh, mệt mỏi, nhịp tim không đều"
Cao huyết áp,"bác sĩ ơi tôi bị đau tức ngực, đau đầu, suy nhược, mất ngủ, buồn nôn"
Cao huyết áp,"buồn nôn, nhịp tim không đều, chóng mặt, mệt mỏi, ớn lạnh"
Cao huyết áp,"mấy hôm nay tôi bị tê bì chân tay, nhịp tim không đều, khó chịu trong người, ớn lạnh, buồn nôn"
Cao huyết áp,"sốt, suy nhược, đau đầu, khó chịu trong người"
Cao huyết áp,"có triệu chứng ớn lạnh, đau đầu, khó chịu trong người, mờ mắt, buồn nôn"
Cao huyết áp,"hay bị chảy máu cam, lừ đừ, khó chịu trong người, đau đầu, mờ mắt"
Cao huyết áp,"có triệu chứng khó thở, đau đầu, suy nhược, chán ăn, mờ mắt, mệt mỏi"
Cao huyết áp,"lừ đừ, đau đầu, mệt mỏi, đau đầu"
Cao huyết áp,"mình đang mờ mắt, đau đầu, sốt, buồn nôn, mất ngủ, đau tức ngực"
Cao huyết áp,"nhịp tim không đều, đau đầu, đau tức ngực, khó chịu trong người"
Cao huyết áp,"tự nhiên bị nhịp tim không đều, chán ăn, mờ mắt, lừ đừ, suy nhược, sốt"
Cao huyết áp,"mình đang chóng mặt, chán ăn, buồn nôn, lừ đừ, đau tức ngực"
Cao huyết áp,"mấy hôm nay tôi bị khó chịu trong người, tê bì chân tay, đau đầu, suy nhược, chán ăn"
Cao huyết áp,"khó thở, mệt mỏi, mất ngủ, buồn nôn"
Cao huyết áp,"có triệu chứng lừ đừ, suy nhược, chóng mặt, nhịp tim không đều"
Cao huyết áp,"chảy máu cam, mệt mỏi, mất ngủ, khó chịu trong người"
Cao huyết áp,"cảm thấy khó chịu trong người, đau đầu, lừ đừ"
Cao huyết áp,"có triệu chứng lừ đừ, khó chịu trong người, sốt, đau đầu, khó thở"
Cao huyết áp,"nhịp tim không đều, chóng mặt, buồn nôn, suy nhược, chán ăn, mất ngủ"
Cao huyết áp,"ớn lạnh, chán ăn, khó thở, đau tức ngực, mệt mỏi"
Cao huyết áp,"cảm thấy chóng mặt, mệt mỏi, đau đầu, nhịp tim không đều, suy nhược, lừ đừ"
Cao huyết áp,"tê bì chân tay, buồn nôn, suy nhược, lừ đừ, chảy máu cam, mất ngủ"
Cao huyết áp,"có triệu chứng mất ngủ, mờ mắt, khó chịu trong người"
Cao huyết áp,"cảm thấy nhịp tim không đều, mờ mắt"
Cao huyết áp,"nhịp tim không đều, buồn nôn, mất ngủ, sốt, mờ mắt"
Cao huyết áp,"lừ đừ, chán ăn, chảy máu cam, đau tức ngực"
Cao huyết áp,"có triệu chứng mệt mỏi, đau đầu, khó thở, ớn lạnh, buồn nôn"
Cao huyết áp,"tôi bị mệt mỏi, chảy máu cam, lừ đừ"
Cao huyết áp,"mình đang tê bì chân tay, ớn lạnh, đau đầu, nhịp tim không đều, suy nhược, buồn nôn"
Cao huyết áp,"tôi bị sốt, chóng mặt, đau đầu, khó chịu trong người"
Cao huyết áp,"khó thở, ớn lạnh, chán ăn, nhịp tim không đều"
Cao huyết áp,"đau đầu, đau tức ngực, buồn nôn, sốt, chóng mặt"
Cao huyết áp,"chán ăn, khó chịu trong người, nhịp tim không đều, suy nhược, đau đầu, chóng mặt"
Cao huyết áp,"suy nhược, ớn lạnh, lừ đừ, buồn nôn, mờ mắt, đau tức ngực"
Cao huyết áp,"hay bị chảy máu cam, khó chịu trong người, mờ mắt, mất ngủ"
